Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
KT12 5AW,Yes,51.367585,-0.41242,510614,164365,TQ106643,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5AX,Yes,51.363913,-0.412203,510638,163957,TQ106639,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5AY,Yes,51.362568,-0.417162,510296,163800,TQ102637,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,26,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5AZ,Yes,51.365275,-0.415129,510431,164104,TQ104641,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,23,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BA,Yes,51.368285,-0.415643,510388,164438,TQ103644,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,27,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BB,Yes,51.369619,-0.419892,510089,164580,TQ100645,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BD,No,51.368275,-0.409581,510810,164446,TQ108644,"Hersham Village","Elmbridge, unparished area",1983-03-01,1999-06-01,19,England,2022-05-26,"Postcode sector mean (mainly PO Boxes)",E01030314,"Elmbridge 010B"
KT12 5BE,No,51.364558,-0.4314,509300,164000,TQ093639,"Oatlands and Burwood Park","Elmbridge, unparished area",1987-04-01,1991-12-01,41,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030318,"Elmbridge 014F"
KT12 5BF,Yes,51.37233,-0.404283,511169,164905,TQ111649,"Hersham Village","Elmbridge, unparished area",2012-02-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5BG,Yes,51.368017,-0.404519,511163,164425,TQ111644,"Hersham Village","Elmbridge, unparished area",2013-05-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5BH,No,51.364558,-0.4314,509300,164000,TQ093639,"Oatlands and Burwood Park","Elmbridge, unparished area",1984-10-01,1991-12-01,41,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030318,"Elmbridge 014F"
KT12 5BJ,Yes,51.361204,-0.430711,509356,163628,TQ093636,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,40,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5BL,Yes,51.365534,-0.42904,509462,164112,TQ094641,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5BN,Yes,51.370516,-0.421744,509958,164677,TQ099646,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BP,Yes,51.367748,-0.425861,509678,164363,TQ096643,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BQ,Yes,51.373124,-0.402567,511286,164996,TQ112649,"Hersham Village","Elmbridge, unparished area",2018-07-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5BS,Yes,51.363476,-0.427114,509601,163886,TQ096638,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5BT,Yes,51.363932,-0.42763,509564,163936,TQ095639,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5BU,Yes,51.364504,-0.426676,509629,164001,TQ096640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5BW,Yes,51.368717,-0.422388,509917,164476,TQ099644,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BX,Yes,51.365287,-0.428072,509530,164086,TQ095640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BY,Yes,51.365986,-0.425246,509725,164168,TQ097641,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5BZ,Yes,51.367948,-0.424001,509807,164388,TQ098643,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,37,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DA,Yes,51.366597,-0.42185,509960,164241,TQ099642,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DB,Yes,51.368002,-0.420638,510041,164399,TQ100643,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DD,Yes,51.36682,-0.41777,510243,164272,TQ102642,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DE,Yes,51.365074,-0.420279,510073,164074,TQ100640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DF,Yes,51.364473,-0.423014,509884,164003,TQ098640,"Oatlands and Burwood Park","Elmbridge, unparished area",2001-12-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DG,Yes,51.364862,-0.424581,509774,164044,TQ097640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DH,Yes,51.363029,-0.424687,509771,163840,TQ097638,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DJ,Yes,51.361906,-0.423441,509860,163717,TQ098637,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,36,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DL,Yes,51.364248,-0.423762,509832,163977,TQ098639,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DN,Yes,51.362941,-0.421444,509997,163835,TQ099638,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,33,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DP,No,51.362626,-0.421412,510000,163800,TQ099638,"Oatlands and Burwood Park","Elmbridge, unparished area",1985-10-01,1998-06-01,34,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030316,"Elmbridge 014D"
KT12 5DQ,Yes,51.364554,-0.423744,509833,164011,TQ098640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,35,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DR,Yes,51.363571,-0.420158,510085,163907,TQ100639,"Oatlands and Burwood Park","Elmbridge, unparished area",1983-07-01,,32,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5DS,Yes,51.362568,-0.427188,509598,163785,TQ095637,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,38,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DT,Yes,51.36073,-0.428874,509485,163578,TQ094635,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,40,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DU,Yes,51.359453,-0.427524,509582,163438,TQ095634,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,40,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DW,Yes,51.361296,-0.421486,509998,163652,TQ099636,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,34,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DX,Yes,51.361216,-0.427622,509571,163634,TQ095636,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DY,Yes,51.360909,-0.426196,509671,163602,TQ096636,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5DZ,Yes,51.359406,-0.424144,509817,163438,TQ098634,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5EA,Yes,51.359857,-0.424933,509761,163487,TQ097634,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,39,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5EB,Yes,51.358822,-0.428149,509540,163367,TQ095633,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,42,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5ED,Yes,51.359379,-0.428784,509494,163428,TQ094634,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,41,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030318,"Elmbridge 014F"
KT12 5EE,Yes,51.372832,-0.402261,511308,164964,TQ113649,"Hersham Village","Elmbridge, unparished area",2017-09-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5EF,Yes,51.36506,-0.407897,510935,164091,TQ109640,"Hersham Village","Elmbridge, unparished area",2006-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5EG,Yes,51.374596,-0.401697,511343,165161,TQ113651,"Hersham Village","Elmbridge, unparished area",2018-02-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5EH,Yes,51.373227,-0.403483,511222,165006,TQ112650,"Hersham Village","Elmbridge, unparished area",2020-08-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5EJ,Yes,51.372989,-0.399899,511473,164985,TQ114649,"Hersham Village","Elmbridge, unparished area",2021-03-01,,14,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5EL,Yes,51.37415,-0.401324,511371,165112,TQ113651,"Hersham Village","Elmbridge, unparished area",2018-04-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5EP,Yes,51.367161,-0.408987,510854,164323,TQ108643,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5EQ,No,51.359127,-0.428713,509500,163400,TQ095634,"Oatlands and Burwood Park","Elmbridge, unparished area",1995-01-01,1996-06-01,41,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030318,"Elmbridge 014F"
KT12 5ER,Yes,51.365483,-0.409369,510831,164136,TQ108641,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5ES,Yes,51.363476,-0.409833,510804,163912,TQ108639,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5ET,Yes,51.364739,-0.408827,510871,164054,TQ108640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5EU,Yes,51.364006,-0.407114,510992,163975,TQ109639,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5EW,Yes,51.364386,-0.40861,510887,164015,TQ108640,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5EX,Yes,51.363789,-0.408372,510905,163949,TQ109639,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5EY,Yes,51.364641,-0.408198,510915,164044,TQ109640,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5EZ,Yes,51.365358,-0.407326,510974,164125,TQ109641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5FX,No,51.377261,-0.409815,510772,165445,TQ107654,"Walton South","Elmbridge, unparished area",2001-06-01,2004-07-01,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030367,"Elmbridge 010D"
KT12 5HA,Yes,51.365775,-0.408288,510906,164170,TQ109641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HB,Yes,51.366512,-0.408248,510907,164252,TQ109642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HD,Yes,51.366912,-0.406597,511021,164299,TQ110642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HE,Yes,51.364595,-0.406117,511060,164042,TQ110640,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HF,Yes,51.365065,-0.404334,511183,164097,TQ111640,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5HG,Yes,51.36445,-0.4047,511159,164028,TQ111640,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5HH,Yes,51.364994,-0.405055,511133,164088,TQ111640,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5HJ,Yes,51.365116,-0.406128,511058,164100,TQ110640,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5HL,Yes,51.365706,-0.405806,511079,164166,TQ110641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HN,Yes,51.366646,-0.404839,511144,164272,TQ111642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HP,Yes,51.366129,-0.405877,511073,164213,TQ110642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HQ,Yes,51.365738,-0.404856,511145,164171,TQ111641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HS,No,51.366248,-0.405356,511109,164227,TQ111642,"Hersham Village","Elmbridge, unparished area",1996-06-01,2000-10-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030316,"Elmbridge 014D"
KT12 5HW,Yes,51.36675,-0.405884,511071,164282,TQ110642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5HZ,Yes,51.372113,-0.414807,510437,164865,TQ104648,"Hersham Village","Elmbridge, unparished area",1994-05-01,,21,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5JB,Yes,51.365429,-0.402023,511343,164141,TQ113641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5JD,Yes,51.367458,-0.401751,511357,164367,TQ113643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5JE,Yes,51.366007,-0.402218,511328,164205,TQ113642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5JF,Yes,51.367262,-0.402534,511303,164344,TQ113643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5JG,Yes,51.367064,-0.403244,511254,164321,TQ112643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5JH,Yes,51.366302,-0.404018,511202,164235,TQ112642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5JJ,No,51.366886,-0.404026,511200,164300,TQ112642,"Hersham Village","Elmbridge, unparished area",1985-04-01,1995-07-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030316,"Elmbridge 014D"
KT12 5JL,No,51.367766,-0.402559,511300,164400,TQ113644,"Hersham Village","Elmbridge, unparished area",1987-04-01,1991-12-01,16,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030317,"Elmbridge 014E"
KT12 5JN,No,51.368197,-0.404498,511164,164445,TQ111644,"Hersham Village","Elmbridge, unparished area",1980-01-01,2012-03-01,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5JP,No,51.368743,-0.408272,510900,164500,TQ108645,"Hersham Village","Elmbridge, unparished area",1985-04-01,1985-12-01,18,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030314,"Elmbridge 010B"
KT12 5JQ,Yes,51.365882,-0.403587,511233,164189,TQ112641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5JR,No,51.368743,-0.408272,510900,164500,TQ108645,"Hersham Village","Elmbridge, unparished area",1984-02-01,1991-12-01,18,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030314,"Elmbridge 010B"
KT12 5JS,Yes,51.367816,-0.406896,510998,164399,TQ109643,"Hersham Village","Elmbridge, unparished area",1983-07-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5JT,Yes,51.367679,-0.407483,510957,164383,TQ109643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5JU,Yes,51.36996,-0.408531,510879,164635,TQ108646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5JW,No,51.367805,-0.405431,511100,164400,TQ111644,"Hersham Village","Elmbridge, unparished area",1986-07-01,1991-12-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030316,"Elmbridge 014D"
KT12 5JX,Yes,51.36991,-0.406852,510996,164632,TQ109646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5JY,Yes,51.369004,-0.407659,510942,164530,TQ109645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5JZ,No,51.367824,-0.406867,511000,164400,TQ109643,"Hersham Village","Elmbridge, unparished area",1980-01-01,1983-12-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030316,"Elmbridge 014D"
KT12 5LA,Yes,51.367615,-0.408641,510877,164374,TQ108643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5LB,Yes,51.367672,-0.408251,510904,164381,TQ109643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5LD,Yes,51.368255,-0.410207,510766,164443,TQ107644,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LE,Yes,51.369284,-0.411054,510705,164556,TQ107645,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LF,Yes,51.370358,-0.411333,510683,164675,TQ106646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,19,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LG,Yes,51.369835,-0.412666,510591,164615,TQ105646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LH,Yes,51.370216,-0.413515,510531,164656,TQ105646,"Hersham Village","Elmbridge, unparished area",1980-01-01,,22,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LJ,Yes,51.371712,-0.413068,510559,164823,TQ105648,"Hersham Village","Elmbridge, unparished area",1980-01-01,,20,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LL,Yes,51.368529,-0.412417,510612,164470,TQ106644,"Oatlands and Burwood Park","Elmbridge, unparished area",1980-01-01,,22,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5LN,Yes,51.367256,-0.40744,510961,164336,TQ109643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5LP,Yes,51.367183,-0.404663,511155,164332,TQ111643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5LQ,Yes,51.371263,-0.411086,510698,164776,TQ106647,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030314,"Elmbridge 010B"
KT12 5LR,Yes,51.366538,-0.403507,511237,164262,TQ112642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
KT12 5LS,Yes,51.366333,-0.402365,511317,164241,TQ113642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5LT,Yes,51.365826,-0.399466,511520,164189,TQ115641,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5LU,Yes,51.366158,-0.400137,511473,164225,TQ114642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5LW,Yes,51.36757,-0.405999,511061,164373,TQ110643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,18,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030316,"Elmbridge 014D"
KT12 5LX,No,51.365948,-0.401186,511400,164200,TQ113641,"Hersham Village","Elmbridge, unparished area",1980-01-01,1995-01-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030317,"Elmbridge 014E"
KT12 5LZ,No,51.365948,-0.401186,511400,164200,TQ113641,"Hersham Village","Elmbridge, unparished area",1988-03-01,1990-12-01,17,England,2022-05-26,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01030317,"Elmbridge 014E"
KT12 5NA,No,51.366174,-0.400575,511442,164226,TQ114642,"Hersham Village","Elmbridge, unparished area",1980-01-01,2000-09-01,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5NB,Yes,51.372039,-0.400758,511415,164878,TQ114648,"Hersham Village","Elmbridge, unparished area",2001-06-01,,15,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030313,"Elmbridge 010A"
KT12 5ND,Yes,51.366553,-0.401998,511342,164266,TQ113642,"Hersham Village","Elmbridge, unparished area",1980-01-01,,16,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030317,"Elmbridge 014E"
KT12 5NE,Yes,51.367146,-0.403931,511206,164329,TQ112643,"Hersham Village","Elmbridge, unparished area",1980-01-01,,17,England,2022-05-26,"Within the building of the matched address closest to the postcode mean",E01030315,"Elmbridge 014C"
